id,year,nbGPHAutonomousCited,nbReportingFT,nbReportingBilateral,nbReportingByAggregation,nbReportingBySplit,worldBilateral,worldFT,inFTNotInBilateral,inBilateralNotInFT,reportedNetworkDensity,generatedNetworkDensity,discarded_flows,discarded_value,failed_flows,failed_value,generated_by_aggregation_flows,generated_by_aggregation_value,generated_by_years_ratio_flows,generated_by_years_ratio_value,good_as_reported_flows,good_as_reported_value
,1927,212,130,134,2,1,11930044624.200136,13185999267.692396,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|Nepal|St. Lucia|St. Vincent and the Grenadines,Finland|Guadeloupe|French Guiana|Reunion (Bourbon I.)|French Indochina|Madagascar (Malagasy Republic)|Martinique|Philippines|Syria|Danzig (Free City of Danzig)|Tangier|Angola|Mozambique (Portuguese East Africa)|Portuguese India|Zambia (Northern Rhodesia)|Kenya (British East Africa Protectorate)|Oman (Sultanate of Muscat and Oman)|St. Helena|Aden|Straits Settlements|Hong Kong|Solomon Islands (British Solomon Islands Protectorate)|Tonga (Haʻapai)|Fiji|Samoa (Western Samoa) (German Samoa)|Cayman Is.|Kathiawar|Puerto Rico|Kwanchowan|Hawaii (Sandwich Is.)|Gibraltar|Luxemburg|French West Africa|Spanish Morocco|Tripolitania (Regency of Tripoli)|Cochin China|Channel Is.|Malta|Gilbert and Ellice Is.|Nauru|Norfolk I.|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Papua (British New Guinea)|Ross Dependency|Alaska|Greenland|New Caledonia|Vanuatu (New Hebrides)|American Samoa|Saar|Bahrain|Cocos (Keeling) Is.|East Timor (Portuguese Timor)|Faeroe Is.|Kwangtung Territory|Uganda|Togo (French Togoland)|Cameroun (French Cameroon)|Dodecanese Is. (Aegean Is.)|Perim I.|Macao|Liechtenstein|Botswana (Bechuanaland)|Federated Malay States|Weihaiwei|Lesotho (Basutoland)|Eswatini (Swaziland)|Maldive Islands|Kerguelen Is.|Malden I.|Pitcairn Is.|Panama Canal Zone|Monaco|Caroline Is.|Mongolia|Wallis and Futuna Is.|Cambodia (Kampuchea)|Río de Oro|Andorra|British Cameroons|Guam|Baluchistan (Kalat)|Equatorial Guinea (Spanish Guinea)|Svalbard Is.|Kuwait|United Arab Emirates (Trucial Oman)|Johore|Kedah|Kelantan|Perlis|Trengganu|Manchuria|British Togoland|Windward Is.|Kenya Protectorate,0.023945561332221376,0.04975114229765013,1356,840847937.632858,1251,1242948690.8449347,302,410848410.97539234,283,182024436.96119708,7675,11337171776.263542
,1928,210,131,134,2,1,12510168178.527279,13634773802.391293,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|Nepal|St. Lucia|St. Vincent and the Grenadines,Malta|Hong Kong|Straits Settlements|Kenya (British East Africa Protectorate)|Finland|Cochin China|Madagascar (Malagasy Republic)|Mozambique (Portuguese East Africa)|Philippines|Zambia (Northern Rhodesia)|Aden|Tripolitania (Regency of Tripoli)|Dodecanese Is. (Aegean Is.)|Guadeloupe|French Guiana|Reunion (Bourbon I.)|Martinique|Syria|Oman (Sultanate of Muscat and Oman)|St. Helena|Solomon Islands (British Solomon Islands Protectorate)|Tonga (Haʻapai)|Fiji|Samoa (Western Samoa) (German Samoa)|Cayman Is.|Portuguese India|Kathiawar|French West Africa|Tangier|Spanish Morocco|Togo (French Togoland)|Cameroun (French Cameroon)|New Caledonia|Channel Is.|Gibraltar|Gilbert and Ellice Is.|Nauru|Norfolk I.|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Papua (British New Guinea)|Alaska|Danzig (Free City of Danzig)|Greenland|Luxemburg|Hawaii (Sandwich Is.)|Vanuatu (New Hebrides)|American Samoa|Saar|Bahrain|Cocos (Keeling) Is.|Ross Dependency|Weihaiwei|Monaco|East Timor (Portuguese Timor)|Puerto Rico|Kwangtung Territory|Cambodia (Kampuchea)|Angola|Perim I.|Macao|Liechtenstein|Botswana (Bechuanaland)|Uganda|Federated Malay States|Lesotho (Basutoland)|Eswatini (Swaziland)|Maldive Islands|Svalbard Is.|Faeroe Is.|Guam|Kerguelen Is.|Pitcairn Is.|Juan de Nova I.|Panama Canal Zone|Caroline Is.|Mongolia|Wallis and Futuna Is.|Andorra|British Cameroons|Río de Oro|Equatorial Guinea (Spanish Guinea)|Kuwait|United Arab Emirates (Trucial Oman)|Johore|Kedah|Kelantan|Perlis|Trengganu|Manchuria|British Togoland|Windward Is.|Kenya Protectorate,0.023953443325281435,0.05058738911532007,1335,912634616.0654118,1285,1229728958.2485566,292,450644581.68230146,294,206919988.52927193,8057,11852603608.315706
,1929,214,136,126,2,1,12749715632.398657,13955372890.767675,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|Nepal|St. Lucia|St. Vincent and the Grenadines,Finland|Philippines|Syria|Hong Kong|Oman (Sultanate of Muscat and Oman)|St. Helena|Aden|Straits Settlements|Solomon Islands (British Solomon Islands Protectorate)|Tonga (Haʻapai)|Fiji|Samoa (Western Samoa) (German Samoa)|Cayman Is.|Portuguese India|Kathiawar|Gibraltar|Dodecanese Is. (Aegean Is.)|Malta|Danzig (Free City of Danzig)|Liechtenstein|Luxemburg|Saar|Puerto Rico|Alaska|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Cambodia (Kampuchea)|French West Africa|Mozambique (Portuguese East Africa)|Angola|Spanish Morocco|Tripolitania (Regency of Tripoli)|Greenland|Kwangtung Territory|Kenya (British East Africa Protectorate)|Zambia (Northern Rhodesia)|Perim I.|Bahrain|Macao|Togo (French Togoland)|Cameroun (French Cameroon)|Svalbard Is.|Faeroe Is.|Hawaii (Sandwich Is.)|Uganda|East Timor (Portuguese Timor)|Guam|Cochin China|Maldive Islands|Papua (British New Guinea)|New Caledonia|Gilbert and Ellice Is.|Nauru|Norfolk I.|Pitcairn Is.|Panama Canal Zone|Vanuatu (New Hebrides)|Weihaiwei|Monaco|Mongolia|American Samoa|Wallis and Futuna Is.|Channel Is.|Federated Malay States|Tangier|Andorra|Jordan (Transjordan)|Cocos (Keeling) Is.|Río de Oro|Tibet|Botswana (Bechuanaland)|Eswatini (Swaziland)|Lesotho (Basutoland)|British Cameroons|Equatorial Guinea (Spanish Guinea)|Kuwait|Manchuria|British Togoland|Lebanon|Aden Protectorate|United Arab Emirates (Trucial Oman)|Kerguelen Is.|Johore|Kedah|Kelantan|Perlis|Trengganu|Jebel Druze|Latakia (Alaouites)|Windward Is.|Kenya Protectorate|Caroline Is.,0.024078641517468993,0.050733903407123256,1147,3601539577.3966823,1343,1246491446.1301668,305,427372834.31288975,331,617340057.609979,7894,11705002740.475807
,1930,220,136,130,2,1,10352888827.461464,11302351858.045479,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|Nepal|St. Lucia|St. Vincent and the Grenadines,French West Africa|Finland|Tangier|Spanish Morocco|Tripolitania (Regency of Tripoli)|Togo (French Togoland)|Cameroun (French Cameroon)|Syria|Philippines|New Caledonia|Faeroe Is.|Luxemburg|Danzig (Free City of Danzig)|Malta|Mozambique (Portuguese East Africa)|Hong Kong|Straits Settlements|Gibraltar|Kenya (British East Africa Protectorate)|Cochin China|British Cameroons|Oman (Sultanate of Muscat and Oman)|Solomon Islands (British Solomon Islands Protectorate)|Portuguese India|Kathiawar|Hawaii (Sandwich Is.)|Guam|Puerto Rico|Aden|Jordan (Transjordan)|Greenland|Zambia (Northern Rhodesia)|Angola|Kwangtung Territory|St. Helena|Perim I.|Bahrain|Dodecanese Is. (Aegean Is.)|Macao|East Timor (Portuguese Timor)|Panama Canal Zone|Uganda|Maldive Islands|Papua (British New Guinea)|Fiji|Cambodia (Kampuchea)|Gilbert and Ellice Is.|Lord Howe I.|Nauru|Norfolk I.|Pitcairn Is.|Tonga (Haʻapai)|Samoa (Western Samoa) (German Samoa)|Alaska|Vanuatu (New Hebrides)|Liechtenstein|Saar|Cayman Is.|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Monaco|Mongolia|Swan Is.|Niue I.|Northern Cook Is.|American Samoa|Wallis and Futuna Is.|Federated Malay States|Socotra I.|Andorra|Río de Oro|Cocos (Keeling) Is.|Ross Dependency|Channel Is.|Botswana (Bechuanaland)|Eswatini (Swaziland)|Weihaiwei|Lesotho (Basutoland)|Equatorial Guinea (Spanish Guinea)|British Togoland|Svalbard Is.|Jebel Druze|Latakia (Alaouites)|Lebanon|Manchuria|Kuwait|Tonkin|United Arab Emirates (Trucial Oman)|Kerguelen Is.|Aden Protectorate|Johore|Kedah|Kelantan|Perlis|Trengganu|Windward Is.|Kenya Protectorate|Caroline Is.,0.024456554106366504,0.04945704555676926,1113,3161535949.312671,1355,1038873947.0097669,297,345056866.22656953,317,447688823.8037267,8057,9560143137.431152
,1931,215,136,129,2,1,9210943926.155798,8659171395.983635,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|Nepal|St. Lucia|St. Vincent and the Grenadines,Finland|Philippines|Syria|Tripolitania (Regency of Tripoli)|Oman (Sultanate of Muscat and Oman)|Portuguese India|Kathiawar|Hong Kong|Hawaii (Sandwich Is.)|Guam|Gibraltar|Luxemburg|Aden|Puerto Rico|French West Africa|Malta|Dodecanese Is. (Aegean Is.)|Manchuria|Faeroe Is.|Greenland|Zambia (Northern Rhodesia)|Straits Settlements|Kenya (British East Africa Protectorate)|Cochin China|Mozambique (Portuguese East Africa)|Uganda|St. Helena|Spanish Morocco|Tangier|Angola|Danzig (Free City of Danzig)|Jordan (Transjordan)|Perim I.|Bahrain|Macao|Svalbard Is.|Panama Canal Zone|East Timor (Portuguese Timor)|Kwangtung Territory|Maldive Islands|Papua (British New Guinea)|Fiji|Equatorial Guinea (Spanish Guinea)|British Cameroons|Cayman Is.|Cambodia (Kampuchea)|Gilbert and Ellice Is.|Nauru|Norfolk I.|Pitcairn Is.|Solomon Islands (British Solomon Islands Protectorate)|Tonga (Haʻapai)|Samoa (Western Samoa) (German Samoa)|Alaska|New Caledonia|Vanuatu (New Hebrides)|Liechtenstein|Saar|Federated Malay States|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Mongolia|American Samoa|Wallis and Futuna Is.|Andorra|Tibet|Río de Oro|Monaco|Cocos (Keeling) Is.|Lebanon|Socotra I.|Cameroun (French Cameroon)|Togo (French Togoland)|Channel Is.|Botswana (Bechuanaland)|Eswatini (Swaziland)|Lesotho (Basutoland)|Kwanchowan|Tonkin|British Togoland|Aden Protectorate|United Arab Emirates (Trucial Oman)|Kerguelen Is.|Johore|Kedah|Kelantan|Perlis|Trengganu|Jebel Druze|Latakia (Alaouites)|Windward Is.|Kenya Protectorate|Caroline Is.,0.024357362719988722,0.05140069870146991,1086,1248812986.2155097,1408,869414810.8433471,302,710556389.8455974,314,372634850.40934426,8218,8127752685.900847
,1932,219,137,129,2,1,8099484383.48275,7605053770.591487,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|Nepal|St. Lucia|St. Vincent and the Grenadines,Syria|British Cameroons|French West Africa|Hong Kong|Puerto Rico|Finland|Philippines|Faeroe Is.|Greenland|Tripolitania (Regency of Tripoli)|Portuguese India|Kathiawar|Malta|Gibraltar|Aden|Luxemburg|Danzig (Free City of Danzig)|Mozambique (Portuguese East Africa)|Straits Settlements|Hawaii (Sandwich Is.)|Lebanon|Kenya (British East Africa Protectorate)|Zambia (Northern Rhodesia)|St. Helena|Uganda|Equatorial Guinea (Spanish Guinea)|Togo (French Togoland)|Cameroun (French Cameroon)|Socotra I.|Oman (Sultanate of Muscat and Oman)|Angola|Tangier|Spanish Morocco|Macao|Kwanchowan|Kwangtung Territory|U. S. Pacific Trust Territories (South Seas Mandate)|Jordan (Transjordan)|Panama Canal Zone|Perim I.|Bahrain|Andorra|Monaco|New Caledonia|Dodecanese Is. (Aegean Is.)|Channel Is.|Fiji|East Timor (Portuguese Timor)|Cochin China|Maldive Islands|Papua (British New Guinea)|Cambodia (Kampuchea)|Gilbert and Ellice Is.|Nauru|Norfolk I.|Pitcairn Is.|Solomon Islands (British Solomon Islands Protectorate)|Tonga (Haʻapai)|Samoa (Western Samoa) (German Samoa)|Alaska|Vanuatu (New Hebrides)|Cayman Is.|Liechtenstein|Saar|Mongolia|Niue I.|American Samoa|Wallis and Futuna Is.|Federated Malay States|Río de Oro|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Cocos (Keeling) Is.|Guam|Svalbard Is.|Botswana (Bechuanaland)|Lesotho (Basutoland)|Eswatini (Swaziland)|Kuwait|Jebel Druze|Latakia (Alaouites)|Aden Protectorate|Tonkin|Manchuria|British Togoland|United Arab Emirates (Trucial Oman)|Kerguelen Is.|Johore|Kedah|Kelantan|Perlis|Trengganu|Tibet|Windward Is.|Kenya Protectorate|Caroline Is.,0.026517012458586852,0.05137742119748663,1060,1090913709.3444893,1346,730868861.1752318,288,695626527.4115889,282,274214028.137684,8602,7129643827.933485
,1933,217,137,129,2,1,7624382634.623017,7471237624.768043,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|St. Lucia|St. Vincent and the Grenadines,Finland|Hawaii (Sandwich Is.)|Lebanon|Luxemburg|Monaco|Mozambique (Portuguese East Africa)|Syria|Philippines|Puerto Rico|Hong Kong|Panama Canal Zone|Dodecanese Is. (Aegean Is.)|Danzig (Free City of Danzig)|Malta|Tripolitania (Regency of Tripoli)|Greenland|Gibraltar|Aden|Kwangtung Territory|Faeroe Is.|British Cameroons|Cameroun (French Cameroon)|Channel Is.|Portuguese India|Straits Settlements|Kathiawar|Svalbard Is.|French West Africa|Kenya (British East Africa Protectorate)|Zambia (Northern Rhodesia)|Uganda|St. Helena|Togo (French Togoland)|Alaska|Vanuatu (New Hebrides)|Tangier|Socotra I.|Oman (Sultanate of Muscat and Oman)|Jordan (Transjordan)|Perim I.|Bahrain|New Caledonia|East Timor (Portuguese Timor)|Cochin China|Maldive Islands|Fiji|Spanish Morocco|Cambodia (Kampuchea)|Gilbert and Ellice Is.|Nauru|Norfolk I.|Papua (British New Guinea)|Pitcairn Is.|Solomon Islands (British Solomon Islands Protectorate)|Tonga (Haʻapai)|Samoa (Western Samoa) (German Samoa)|Cayman Is.|Liechtenstein|Saar|Equatorial Guinea (Spanish Guinea)|Mongolia|American Samoa|Wallis and Futuna Is.|Río de Oro|Angola|Macao|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Cocos (Keeling) Is.|Andorra|Kuwait|Federated Malay States|Guam|Kwanchowan|Botswana (Bechuanaland)|Lesotho (Basutoland)|Eswatini (Swaziland)|Aden Protectorate|British Togoland|Jebel Druze|Latakia (Alaouites)|Tibet|Johore|Kedah|Kelantan|Perlis|Trengganu|United Arab Emirates (Trucial Oman)|Kerguelen Is.|Bhutan|Windward Is.|Kenya Protectorate|Caroline Is.,0.02717002447749953,0.0521288837744534,1103,921272143.4387141,1360,725226641.1830406,303,649109126.325333,264,156716219.82232633,8910,6818557288.475365
,1934,222,137,129,2,1,7645301887.451305,7613834781.298865,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|St. Lucia|St. Vincent and the Grenadines,Hong Kong|Malta|Straits Settlements|Aden|Syria|Mozambique (Portuguese East Africa)|Angola|Uganda|Luxemburg|Finland|Philippines|Lebanon|Saar|Puerto Rico|Panama Canal Zone|Gibraltar|Tripolitania (Regency of Tripoli)|Faeroe Is.|Greenland|Portuguese India|Kathiawar|Alaska|Tangier|Dodecanese Is. (Aegean Is.)|Spanish Morocco|Fiji|Hawaii (Sandwich Is.)|Guam|Togo (French Togoland)|French West Africa|Cameroun (French Cameroon)|New Caledonia|Danzig (Free City of Danzig)|Bahrain|Maldive Islands|Federated Malay States|Kenya (British East Africa Protectorate)|Socotra I.|Papua (British New Guinea)|Cook Is.|Oman (Sultanate of Muscat and Oman)|Jordan (Transjordan)|Shangai|Zambia (Northern Rhodesia)|St. Helena|Perim I.|Svalbard Is.|Libya|Kwangtung Territory|British Cameroons|Vanuatu (New Hebrides)|Kwanchowan|Macao|East Timor (Portuguese Timor)|Cochin China|Tristan da Cunha|Samoa (Western Samoa) (German Samoa)|Cambodia (Kampuchea)|Gilbert and Ellice Is.|Nauru|Norfolk I.|Pitcairn Is.|Tonga (Haʻapai)|Solomon Islands (British Solomon Islands Protectorate)|Cayman Is.|Liechtenstein|Equatorial Guinea (Spanish Guinea)|Serrana Bank|Channel Is.|Mongolia|American Samoa|Botswana (Bechuanaland)|Río de Oro|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Cocos (Keeling) Is.|Andorra|Monaco|Kuwait|Lesotho (Basutoland)|Eswatini (Swaziland)|United Arab Emirates (Trucial Oman)|Johore|Kedah|Kelantan|Perlis|Trengganu|Kerguelen Is.|Aden Protectorate|Tibet|British Togoland|Jebel Druze|Latakia (Alaouites)|Bhutan|Windward Is.|Northern Marianas Is.|Kenya Protectorate|Caroline Is.,0.027343511636705353,0.05075147418380555,1090,871247832.7544225,1353,756191543.9211193,311,588631589.2678514,252,161607528.02443498,9363,6895062770.159016
,1935,218,137,130,2,1,7989421433.934492,8037287048.564277,British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|St. Lucia|St. Vincent and the Grenadines,Aden|Hong Kong|Finland|Mozambique (Portuguese East Africa)|Oman (Sultanate of Muscat and Oman)|Socotra I.|British Togoland|St. Helena|French West Africa|Syria|Puerto Rico|Philippines|Faeroe Is.|Greenland|Straits Settlements|Portuguese India|Kathiawar|Dodecanese Is. (Aegean Is.)|Luxemburg|Tangier|Alaska|Danzig (Free City of Danzig)|Gibraltar|Macao|Malta|Kwanchowan|Kwangtung Territory|Hawaii (Sandwich Is.)|Angola|Spanish Morocco|Fiji|Togo (French Togoland)|Kuwait|Tibet|Libya|British Cameroons|Cameroun (French Cameroon)|Papua (British New Guinea)|Nauru|Gilbert and Ellice Is.|Channel Is.|East Timor (Portuguese Timor)|Cayman Is.|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Tonga (Haʻapai)|Cook Is.|Panama Canal Zone|Bahrain|Maldive Islands|Federated Malay States|Kenya (British East Africa Protectorate)|Uganda|Svalbard Is.|Monaco|Botswana (Bechuanaland)|Zambia (Northern Rhodesia)|Lebanon|Perim I.|New Caledonia|Vanuatu (New Hebrides)|Jordan (Transjordan)|Cochin China|Cambodia (Kampuchea)|Norfolk I.|Pitcairn Is.|Solomon Islands (British Solomon Islands Protectorate)|Samoa (Western Samoa) (German Samoa)|Guam|Río de Oro|Liechtenstein|Saar|Equatorial Guinea (Spanish Guinea)|Serrana Bank|Mongolia|American Samoa|Andorra|Cocos (Keeling) Is.|Lesotho (Basutoland)|Eswatini (Swaziland)|Vatican City|Aden Protectorate|United Arab Emirates (Trucial Oman)|Johore|Kedah|Kelantan|Perlis|Trengganu|Kerguelen Is.|Jebel Druze|Latakia (Alaouites)|Bhutan|Windward Is.|Kenya Protectorate|Caroline Is.,0.02871255176865016,0.05455990750108397,1261,842481473.772772,1397,823345631.7185402,368,597955965.3469355,220,123779634.29555055,9956,7267685834.292004
,1936,218,137,129,3,1,8400705697.550266,8570838907.832373,British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|St. Lucia|St. Vincent and the Grenadines,Danzig (Free City of Danzig)|Finland|Malta|Syria|Luxemburg|Gibraltar|Dodecanese Is. (Aegean Is.)|Hong Kong|Philippines|Hawaii (Sandwich Is.)|Kwanchowan|Macao|Faeroe Is.|Greenland|Puerto Rico|Portuguese India|Angola|Mozambique (Portuguese East Africa)|East Timor (Portuguese Timor)|Kathiawar|Aden|Straits Settlements|Kenya (British East Africa Protectorate)|French West Africa|Libya|Spanish Morocco|Lebanon|Monaco|Kwangtung Territory|Cameroun (French Cameroon)|Samoa (Western Samoa) (German Samoa)|Tangier|Fiji|Alaska|Guam|Papua (British New Guinea)|Equatorial Guinea (Spanish Guinea)|Bahrain|Maldive Islands|Federated Malay States|Uganda|Svalbard Is.|Botswana (Bechuanaland)|Zambia (Northern Rhodesia)|St. Helena|Oman (Sultanate of Muscat and Oman)|Perim I.|New Caledonia|Vanuatu (New Hebrides)|Jordan (Transjordan)|Panama Canal Zone|British Cameroons|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Gilbert and Ellice Is.|Cochin China|Cambodia (Kampuchea)|Togo (French Togoland)|Nauru|Norfolk I.|Pitcairn Is.|Tonga (Haʻapai)|Solomon Islands (British Solomon Islands Protectorate)|Cayman Is.|Liechtenstein|Serrana Bank|Baluchistan (Kalat)|Mongolia|American Samoa|British Togoland|Río de Oro|Channel Is.|Socotra I.|Cocos (Keeling) Is.|Kuwait|Windward Is.|Italian East Africa|Andorra|Cabinda (Portuguese Congo)|Eswatini (Swaziland)|United Arab Emirates (Trucial Oman)|Kerguelen Is.|Johore|Kedah|Kelantan|Perlis|Trengganu|Tibet|Lesotho (Basutoland)|Bhutan|Jebel Druze|Latakia (Alaouites)|Aden Protectorate|Kenya Protectorate|Caroline Is.,0.030603117812420137,0.056716791979949874,1320,868340468.6507871,1427,922103937.1570742,453,603875498.0103021,193,136010271.98516035,9802,7660819927.554802
,1937,215,133,131,2,1,10469118034.05776,10481259019.990343,British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Eritrea|Ethiopia (Abyssinia)|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Italian Somaliland|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|St. Lucia|St. Vincent and the Grenadines,Luxemburg|Danzig (Free City of Danzig)|Finland|Syria|Tunisia (Regency of Tunis)|Algeria (Regency of Algiers)|Morocco|Gibraltar|Malta|Hong Kong|Philippines|Hawaii (Sandwich Is.)|Dodecanese Is. (Aegean Is.)|Aden|Cameroun (French Cameroon)|Libya|Samoa (Western Samoa) (German Samoa)|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|French Indochina|Bahrain|Mozambique (Portuguese East Africa)|Panama Canal Zone|Kwanchowan|New Caledonia|Vanuatu (New Hebrides)|French West Africa|Kenya (British East Africa Protectorate)|Straits Settlements|Uganda|Oman (Sultanate of Muscat and Oman)|Socotra I.|Portuguese India|Angola|Macao|East Timor (Portuguese Timor)|Kathiawar|Río de Oro|Puerto Rico|Myanmar (Burma)|Kwangtung Territory|Tibet|Bhutan|Tangier|Togo (French Togoland)|British Cameroons|Equatorial Guinea (Spanish Guinea)|Greenland|Cook Is.|Nauru|Faeroe Is.|Channel Is.|Spanish Morocco|British Togoland|Kuwait|Fiji|Alaska|Guam|Papua (British New Guinea)|Italian East Africa|United Arab Emirates (Trucial Oman)|Maldive Islands|Federated Malay States|Svalbard Is.|Zambia (Northern Rhodesia)|Botswana (Bechuanaland)|St. Helena|Mongolia|Jordan (Transjordan)|Lebanon|Gilbert and Ellice Is.|Cochin China|Cambodia (Kampuchea)|Norfolk I.|Pitcairn Is.|Solomon Islands (British Solomon Islands Protectorate)|Tonga (Haʻapai)|Cayman Is.|Serrana Bank|Baluchistan (Kalat)|Monaco|Niue I.|American Samoa|Cocos (Keeling) Is.|Perim I.|Windward Is.|Liechtenstein|Andorra|Cabinda (Portuguese Congo)|Eswatini (Swaziland)|Kerguelen Is.|Johore|Kedah|Kelantan|Perlis|Trengganu|Lesotho (Basutoland)|West Aden Protectorate|Caroline Is.,0.033054087898694844,0.05934584762603952,1333,985413804.3926159,1483,1228141640.7087455,498,710902568.5876632,186,136171363.26994783,10188,9622044102.200172
